Close Minus 20,Close Minus 19,Close Minus 18,Close Minus 17,Close Minus 16,Close Minus 15,Close Minus 14,Close Minus 13,Close Minus 12,Close Minus 11,Close Minus 10,Close Minus 9,Close Minus 8,Close Minus 7,Close Minus 6,Close Minus 5,Close Minus 4,Close Minus 3,Close Minus 2,Close Minus 1,close
10.571,10.879000000000001,10.552,10.610999999999999,10.81,11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998
10.879000000000001,10.552,10.610999999999999,10.81,11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72
10.552,10.610999999999999,10.81,11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462
10.610999999999999,10.81,11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7
10.81,11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001
11.365,11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978
11.265999999999998,11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849
11.415,11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8
11.235999999999999,10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998
10.998,10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988
10.77,10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651
10.69,10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552
10.78,10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999
10.859000000000002,10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115
10.76,10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154
10.919,10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999
10.7,10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204
10.402999999999999,10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442
10.462,10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462
10.432,10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383
10.640999999999998,10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413
10.72,10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204
10.462,10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906
10.7,10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618
10.899000000000001,10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4
10.978,10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999
10.849,10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999
10.8,10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963
10.998,10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269
10.988,10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388
10.651,10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487
10.552,10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497
10.402999999999999,10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606
10.115,10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656
10.154,10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507
10.302999999999999,10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646
10.204,10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378
10.442,10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229
10.462,10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229
10.383,10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318
10.413,10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999
10.204,9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209
9.906,9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209
9.618,9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427
9.4,8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001
8.863999999999999,8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398
8.863999999999999,8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001
8.963,8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616
8.269,8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398
8.388,8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199
8.487,8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288
8.497,8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298
8.606,8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119
8.656,8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612
8.507,8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652
8.646,8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691
8.378,8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731
8.229,8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97
8.229,8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94
8.318,8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96
8.277999999999999,8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001
8.209,8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0
8.209,8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94
8.427,8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01
8.437000000000001,8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04
8.398,8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06
8.636000000000001,8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109
8.616,8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458
8.398,8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999
8.199,8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378
8.288,8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557
8.298,8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766
8.119,7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627
7.612,7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617
7.652,7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467
7.691,7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657
7.731,7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836
7.97,7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935
7.94,7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925
7.96,7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035
7.861000000000001,8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836
8.0,7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547
7.94,8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667
8.01,8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015
8.04,8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001
8.06,8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999
8.109,8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999
8.458,8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507
8.357999999999999,8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567
8.378,8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577
8.557,8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547
8.766,8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647
8.627,8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955
8.617,8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174
8.467,8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264
8.657,8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234
8.836,8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025
8.935,8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025
8.925,9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154
9.035,8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005
8.836,8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965
8.547,8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915
8.667,9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826
9.015,8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463
8.806000000000001,8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144
8.158999999999999,8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001
8.357999999999999,8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94
8.507,8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95
8.567,8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801
8.577,8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801,9.532
8.547,8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801,9.532,9.562000000000001
8.647,8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801,9.532,9.562000000000001,9.302999999999999
8.955,9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801,9.532,9.562000000000001,9.302999999999999,9.302999999999999
9.174,9.264,9.234,9.025,9.025,9.154,9.005,8.965,8.915,8.826,9.463,9.144,9.472000000000001,9.94,9.95,9.801,9.532,9.562000000000001,9.302999999999999,9.302999999999999,9.025
