code,date,open,high,close,low
000001,2017-05-08,8.34,8.359,8.311,8.282
000001,2017-05-09,8.301,8.379,8.379,8.291
000001,2017-05-10,8.369,8.534,8.408,8.359
000001,2017-05-11,8.388,8.456,8.437,8.34
000001,2017-05-12,8.417,8.631,8.631,8.379
000001,2017-05-15,8.621,8.679,8.592,8.543
000001,2017-05-16,8.572,8.582,8.572,8.466
000001,2017-05-17,8.543,8.543,8.505,8.485
000001,2017-05-18,8.456,8.505,8.466,8.446
000001,2017-05-19,8.476,8.495,8.427,8.417
000001,2017-05-22,8.417,8.466,8.417,8.349
000001,2017-05-23,8.408,8.572,8.524,8.379
000001,2017-05-24,8.514,8.563,8.543,8.417
000001,2017-05-25,8.524,8.863,8.825,8.514
000001,2017-05-26,8.805,8.854,8.825,8.766
000001,2017-05-31,8.825,8.951,8.922,8.786
000001,2017-06-01,8.922,8.951,8.912,8.844
000001,2017-06-02,8.902,9.009,8.892,8.863
000001,2017-06-05,8.854,8.892,8.757,8.718
000001,2017-06-06,8.737,8.786,8.766,8.718
000001,2017-06-07,8.747,8.873,8.854,8.737
000001,2017-06-08,8.834,8.873,8.854,8.805
000001,2017-06-09,8.873,8.941,8.873,8.844
000001,2017-06-12,8.873,8.912,8.834,8.825
000001,2017-06-13,8.834,8.863,8.844,8.776
000001,2017-06-14,8.844,8.854,8.805,8.766
000001,2017-06-15,8.805,8.805,8.766,8.757
000001,2017-06-16,8.766,8.805,8.747,8.737
000001,2017-06-19,8.757,8.873,8.854,8.747
000001,2017-06-20,8.844,8.883,8.844,8.815
000001,2017-06-21,8.892,8.902,8.873,8.834
000001,2017-06-22,8.873,9.116,8.97,8.863
000001,2017-06-23,8.951,8.989,8.97,8.883
000001,2017-06-26,8.98,9.116,9.019,8.98
000001,2017-06-27,9.019,9.106,9.077,8.989
000001,2017-06-28,9.067,9.203,9.145,9.048
000001,2017-06-29,9.145,9.164,9.145,9.086
000001,2017-06-30,9.116,9.145,9.106,9.028
000001,2017-07-03,9.116,9.145,9.116,9.057
000001,2017-07-04,9.116,9.125,9.057,9.019
000001,2017-07-05,9.009,9.096,9.086,8.989
000001,2017-07-06,9.077,9.125,9.116,9.028
000001,2017-07-07,9.086,9.193,9.183,9.057
000001,2017-07-10,9.164,9.368,9.3,9.154
000001,2017-07-11,9.319,10.143,9.94,9.319
000001,2017-07-12,9.959,10.26,10.027,9.891
000001,2017-07-13,9.988,10.57,10.57,9.93
000001,2017-07-14,10.483,10.609,10.57,10.337
000001,2017-07-17,10.619,10.987,10.483,10.396
000001,2017-07-18,10.425,10.803,10.716,10.299
000001,2017-07-19,10.657,10.851,10.754,10.551
000001,2017-07-20,10.745,10.88,10.638,10.58
000001,2017-07-21,10.658,10.776,10.717,10.52
000001,2017-07-24,10.648,10.884,10.776,10.559
000001,2017-07-25,10.805,11.091,10.825,10.776
000001,2017-07-26,10.746,11.002,10.569,10.491
000001,2017-07-27,10.55,10.599,10.422,10.363
000001,2017-07-28,10.441,10.638,10.569,10.412
000001,2017-07-31,10.628,10.648,10.5,10.284
000001,2017-08-01,10.471,10.904,10.865,10.432
000001,2017-08-02,10.874,11.16,10.973,10.786
000001,2017-08-03,10.963,11.042,10.835,10.796
000001,2017-08-04,10.825,11.111,10.992,10.756
000001,2017-08-07,10.884,10.992,10.825,10.727
000001,2017-08-08,10.825,10.933,10.874,10.737
000001,2017-08-09,10.786,10.845,10.559,10.51
000001,2017-08-10,10.53,10.648,10.451,10.372
000001,2017-08-11,10.313,10.372,9.861,9.831
000001,2017-08-14,9.969,10.087,10.058,9.88
000001,2017-08-15,10.077,10.343,10.146,10.048
000001,2017-08-16,10.126,10.205,10.176,9.989
000001,2017-08-17,10.185,10.254,10.254,10.126
000001,2017-08-18,10.195,10.432,10.274,10.126
000001,2017-08-21,10.264,10.353,10.294,10.225
000001,2017-08-22,10.313,10.491,10.481,10.205
000001,2017-08-23,10.461,10.805,10.727,10.422
000001,2017-08-24,10.717,10.933,10.756,10.668
000001,2017-08-25,10.766,10.992,10.933,10.727
000001,2017-08-28,10.924,11.357,11.17,10.924
000001,2017-08-29,11.12,11.553,11.484,11.101
000001,2017-08-30,11.494,11.514,11.248,11.17
000001,2017-08-31,11.209,11.258,11.101,10.973
000001,2017-09-01,11.101,11.209,11.032,10.973
000001,2017-09-04,11.002,11.534,11.534,10.992
000001,2017-09-05,11.494,11.75,11.455,11.416
000001,2017-09-06,11.406,11.691,11.514,11.298
000001,2017-09-07,11.465,11.563,11.258,11.209
000001,2017-09-08,11.278,11.455,11.307,11.199
000001,2017-09-11,11.357,11.504,11.199,11.12
000001,2017-09-12,11.199,11.357,11.357,11.091
000001,2017-09-13,11.307,11.357,11.248,11.16
000001,2017-09-14,11.248,11.406,11.14,11.061
000001,2017-09-15,11.111,11.14,11.111,10.973
000001,2017-09-18,11.071,11.14,11.071,11.022
000001,2017-09-19,11.071,11.16,10.953,10.904
000001,2017-09-20,10.963,11.189,11.111,10.874
000001,2017-09-21,11.081,11.327,11.278,11.022
000001,2017-09-22,11.248,11.337,11.258,11.13
000001,2017-09-25,11.258,11.268,11.111,11.002
000001,2017-09-26,11.081,11.12,10.874,10.786
000001,2017-09-27,10.835,10.904,10.756,10.727
000001,2017-09-28,10.805,10.805,10.707,10.648
000001,2017-09-29,10.746,10.983,10.933,10.687
000001,2017-10-09,11.386,11.455,11.12,11.081
000001,2017-10-10,11.15,11.317,11.288,11.15
000001,2017-10-11,11.298,11.396,11.347,11.16
000001,2017-10-12,11.357,11.396,11.366,11.288
000001,2017-10-13,11.376,11.376,11.179,11.071
000001,2017-10-16,11.179,11.416,11.406,11.111
000001,2017-10-17,11.435,11.465,11.327,11.298
000001,2017-10-18,11.347,11.514,11.504,11.327
000001,2017-10-19,11.455,11.534,11.445,11.386
000001,2017-10-20,11.406,11.406,11.298,11.229
000001,2017-10-23,11.209,11.219,11.012,10.973
000001,2017-10-24,11.022,11.238,11.209,11.002
000001,2017-10-25,11.179,11.189,11.091,11.071
000001,2017-10-26,11.071,11.14,11.002,10.943
000001,2017-10-27,11.012,11.376,11.376,11.002
000001,2017-10-30,11.366,11.544,11.376,11.268
000001,2017-10-31,11.366,11.396,11.357,11.209
000001,2017-11-01,11.376,11.406,11.219,11.14
000001,2017-11-02,11.179,11.396,11.357,11.081
000001,2017-11-03,11.307,11.494,11.209,11.17
000001,2017-11-06,11.238,11.238,11.101,10.914
000001,2017-11-07,11.091,11.898,11.731,11.071
000001,2017-11-08,11.809,12.39,11.937,11.74
000001,2017-11-09,12.006,12.37,12.134,11.957
000001,2017-11-10,12.173,12.351,12.104,11.957
000001,2017-11-13,12.154,12.892,12.695,12.154
000001,2017-11-14,12.744,13.049,12.744,12.606
000001,2017-11-15,12.695,12.921,12.695,12.567
000001,2017-11-16,12.695,12.911,12.892,12.469
000001,2017-11-17,12.961,13.246,12.97,12.823
000001,2017-11-20,12.921,14.023,14.023,12.843
000001,2017-11-21,13.846,14.555,14.22,13.787
000001,2017-11-22,14.25,14.998,14.86,14.25
000001,2017-11-23,14.909,14.998,14.122,13.846
000001,2017-11-24,14.063,14.358,14.329,13.561
000001,2017-11-27,14.073,14.073,13.709,13.531
000001,2017-11-28,13.63,13.63,13.482,13.187
000001,2017-11-29,13.512,13.709,13.6,13.256
000001,2017-11-30,13.482,13.512,13.167,13.049
000001,2017-12-01,13.187,13.266,12.793,12.754
000001,2017-12-04,12.843,13.157,13.089,12.793
000001,2017-12-05,12.941,13.276,13.089,12.892
000001,2017-12-06,13.049,13.059,12.872,12.587
000001,2017-12-07,12.843,12.931,12.626,12.547
000001,2017-12-08,12.685,12.882,12.882,12.547
000001,2017-12-11,12.872,13.354,13.285,12.675
000001,2017-12-12,13.187,13.266,12.813,12.813
000001,2017-12-13,12.793,12.99,12.921,12.675
000001,2017-12-14,12.941,13.098,12.793,12.705
000001,2017-12-15,12.695,12.724,12.518,12.469
000001,2017-12-18,12.528,12.705,12.547,12.439
000001,2017-12-19,12.587,13.108,13.069,12.537
000001,2017-12-20,12.99,13.098,13.049,12.921
000001,2017-12-21,12.97,13.463,13.325,12.951
000001,2017-12-22,13.285,13.413,13.305,13.236
000001,2017-12-25,13.305,13.64,13.039,12.951
000001,2017-12-26,13.049,13.472,13.443,12.98
000001,2017-12-27,13.364,13.561,13.079,12.98
000001,2017-12-28,13.069,13.246,13.0,12.813
000001,2017-12-29,13.0,13.217,13.089,12.892
000001,2018-01-02,13.138,13.709,13.482,13.108
000001,2018-01-03,13.512,13.64,13.118,12.99
000001,2018-01-04,13.108,13.157,13.039,12.921
000001,2018-01-05,13.0,13.138,13.089,12.941
000001,2018-01-08,13.039,13.079,12.754,12.656
000001,2018-01-09,12.754,12.99,12.872,12.715
000001,2018-01-10,12.833,13.276,13.256,12.715
000001,2018-01-11,13.197,13.374,13.187,13.059
000001,2018-01-12,13.236,13.463,13.335,13.197
000001,2018-01-15,13.295,14.102,13.974,13.285
000001,2018-01-16,13.945,14.151,13.974,13.797
000001,2018-01-17,14.102,14.565,14.004,13.974
000001,2018-01-18,14.171,14.486,14.486,14.053
000001,2018-01-19,14.565,14.889,14.565,14.447
000001,2018-01-22,14.368,14.703,14.21,14.201
000001,2018-01-23,14.132,14.663,14.417,14.102
000001,2018-01-24,14.427,14.84,14.407,14.269
000001,2018-01-25,14.22,14.24,13.974,13.777
000001,2018-01-26,13.955,14.112,13.827,13.797
000001,2018-01-29,13.827,14.023,13.522,13.384
000001,2018-01-30,13.482,13.62,13.433,13.335
000001,2018-01-31,13.384,13.827,13.827,13.315
000001,2018-02-01,13.728,14.073,13.807,13.62
000001,2018-02-02,13.689,13.876,13.827,13.413
000001,2018-02-05,13.581,14.338,14.319,13.512
000001,2018-02-06,14.004,14.102,13.777,13.709
000001,2018-02-07,13.994,14.073,12.715,12.557
000001,2018-02-08,12.626,12.715,12.341,12.331
000001,2018-02-09,11.888,11.888,11.504,11.199
000001,2018-02-12,11.593,11.652,11.534,11.376
000001,2018-02-13,11.681,12.016,11.75,11.652
000001,2018-02-14,11.77,11.839,11.809,11.573
000001,2018-02-22,12.055,12.331,12.262,12.055
000001,2018-02-23,12.38,12.587,12.41,12.252
000001,2018-02-26,12.567,12.646,12.429,12.252
000001,2018-02-27,12.439,12.498,12.085,11.996
000001,2018-02-28,11.908,11.996,11.858,11.74
000001,2018-03-01,11.731,11.957,11.849,11.711
000001,2018-03-02,11.731,11.849,11.76,11.662
000001,2018-03-05,11.74,11.888,11.671,11.612
000001,2018-03-06,11.76,11.918,11.908,11.583
000001,2018-03-07,11.957,12.144,11.858,11.849
000001,2018-03-08,11.858,11.957,11.918,11.76
000001,2018-03-09,11.957,12.006,11.898,11.79
000001,2018-03-12,11.957,11.977,11.839,11.76
000001,2018-03-13,11.849,12.026,11.829,11.809
000001,2018-03-14,11.79,11.809,11.731,11.642
000001,2018-03-15,11.603,11.662,11.524,11.475
000001,2018-03-16,11.534,11.662,11.455,11.455
000001,2018-03-19,11.475,11.652,11.642,11.425
000001,2018-03-20,11.553,11.691,11.632,11.534
000001,2018-03-21,11.76,11.927,11.711,11.662
000001,2018-03-22,11.711,11.78,11.475,11.435
000001,2018-03-23,11.071,11.17,11.16,10.746
000001,2018-03-26,10.973,11.022,10.756,10.687
000001,2018-03-27,10.924,10.992,10.766,10.687
000001,2018-03-28,10.678,10.963,10.717,10.618
000001,2018-03-29,10.746,10.992,10.874,10.382
000001,2018-03-30,10.865,10.874,10.727,10.707
000001,2018-04-02,10.697,10.815,10.54,10.53
000001,2018-04-03,10.432,10.5,10.392,10.343
000001,2018-04-04,10.51,10.835,10.697,10.432
000001,2018-04-09,10.628,10.924,10.845,10.559
000001,2018-04-10,10.845,11.278,11.238,10.796
000001,2018-04-11,11.209,11.731,11.642,11.199
000001,2018-04-12,11.612,11.642,11.337,11.238
000001,2018-04-13,11.455,11.603,11.386,11.268
000001,2018-04-16,11.288,11.288,10.924,10.855
000001,2018-04-17,10.943,11.268,11.032,10.933
000001,2018-04-18,11.268,11.425,11.317,11.101
000001,2018-04-19,11.337,11.504,11.288,11.238
000001,2018-04-20,11.327,11.396,11.17,11.022
000001,2018-04-23,11.12,11.425,11.386,11.081
000001,2018-04-24,11.445,11.75,11.671,11.396
000001,2018-04-25,11.573,11.622,11.494,11.445
000001,2018-04-26,11.475,11.504,11.238,11.13
000001,2018-04-27,11.307,11.327,10.678,10.461
000001,2018-05-02,10.796,10.855,10.707,10.628
000001,2018-05-03,10.687,10.707,10.579,10.402
000001,2018-05-04,10.559,10.658,10.51,10.491
000001,2018-05-07,10.53,10.658,10.638,10.471
000001,2018-05-08,10.658,10.973,10.835,10.628
000001,2018-05-09,10.805,10.855,10.796,10.707
000001,2018-05-10,10.855,10.914,10.835,10.737
000001,2018-05-11,10.865,10.953,10.835,10.786
000001,2018-05-14,10.914,11.051,11.002,10.855
000001,2018-05-15,11.002,11.012,10.943,10.845
000001,2018-05-16,10.894,10.894,10.727,10.717
000001,2018-05-17,10.737,10.766,10.648,10.609
000001,2018-05-18,10.638,10.796,10.786,10.589
000001,2018-05-21,10.894,10.933,10.776,10.756
000001,2018-05-22,10.776,10.805,10.687,10.618
000001,2018-05-23,10.648,10.648,10.481,10.451
000001,2018-05-24,10.491,10.51,10.441,10.412
000001,2018-05-25,10.441,10.5,10.422,10.382
000001,2018-05-28,10.412,10.491,10.422,10.343
000001,2018-05-29,10.412,10.461,10.215,10.185
000001,2018-05-30,10.126,10.126,9.92,9.89
000001,2018-05-31,9.949,10.028,10.018,9.861
000001,2018-06-01,9.989,10.126,10.028,9.91
000001,2018-06-04,10.067,10.146,10.107,9.989
000001,2018-06-05,10.126,10.136,10.097,9.949
000001,2018-06-06,10.087,10.097,9.979,9.939
000001,2018-06-07,10.038,10.294,10.205,10.018
000001,2018-06-08,10.166,10.166,9.959,9.9
000001,2018-06-11,9.9,9.969,9.88,9.841
000001,2018-06-12,9.871,9.92,9.9,9.792
000001,2018-06-13,9.88,9.9,9.792,9.792
000001,2018-06-14,9.792,9.989,9.91,9.762
000001,2018-06-15,9.92,10.126,10.008,9.9
000001,2018-06-19,9.89,9.989,9.713,9.664
000001,2018-06-20,9.713,9.792,9.752,9.605
000001,2018-06-21,9.772,9.88,9.703,9.703
000001,2018-06-22,9.644,9.713,9.693,9.615
000001,2018-06-25,9.752,9.762,9.31,9.231
000001,2018-06-26,9.241,9.29,9.211,8.946
000001,2018-06-27,9.162,9.251,8.946,8.886
000001,2018-06-28,8.808,8.936,8.778,8.729
000001,2018-06-29,8.867,8.985,8.946,8.818
000001,2018-07-02,8.906,8.906,8.473,8.414
000001,2018-07-03,8.552,8.562,8.532,8.316
000001,2018-07-04,8.493,8.611,8.473,8.473
000001,2018-07-05,8.483,8.591,8.463,8.414
000001,2018-07-06,8.473,8.64,8.522,8.316
000001,2018-07-09,8.552,8.886,8.886,8.542
000001,2018-07-10,8.877,8.877,8.837,8.749
000001,2018-07-11,8.621,8.69,8.64,8.542
000001,2018-07-12,8.6,8.97,8.88,8.58
000001,2018-07-13,8.92,8.94,8.88,8.82
