code,date,open,high,close,low
000636,2018-06-25,14.7,15.18,14.79,14.45
000636,2018-06-26,14.6,15.22,15.03,14.47
000636,2018-06-27,14.92,15.06,14.72,14.48
000636,2018-06-28,14.55,15.0,14.44,14.28
000636,2018-06-29,14.59,15.88,15.88,14.52
000636,2018-07-02,16.5,17.28,16.68,16.4
000636,2018-07-03,16.88,17.98,17.5,16.63
000636,2018-07-04,17.49,17.49,17.25,16.57
000636,2018-07-05,16.99,17.25,16.13,15.95
000636,2018-07-06,16.3,17.17,16.12,15.93
000636,2018-07-09,17.4,17.73,17.73,17.03
000636,2018-07-10,18.66,19.5,19.0,18.38
000636,2018-07-11,18.61,19.48,19.27,18.43
000636,2018-07-12,19.1,20.36,19.96,18.97
000636,2018-07-13,19.78,21.96,21.96,19.68
